Transaction ID,Transaction Date,Customer_ID,Customer Country,Customer City,CATEGORY,Product Name,SKU_ID,Quantity,Unit Price USD,Discount PCT,Net Amount USD,Tax Amount USD,Total Amount USD,Payment_Method,Sales Channel,Warehouse_ID,Carrier,Shipping Days,Is_Return,Return Reason,Customer Rating,Agent_ID,Promo Code,Loyalty Points Earned
TXN-62110631,2022-06-03 19:26:12,CUST-609831,BR,,Apparel,Sports Shorts,SKU-APP-5405,1,971.17,0,971.17,116.54,1087.71,Credit Card,Mobile App,WH-JP-OSA,FedEx,12.0,0,,,AGT-646,PROMOSAVE,679.0
TXN-44500704,2022-12-02 14:32:39,CUST-333714,GB,Leeds,Sports,Foam Roller,SKU-SPO-6064,2,23.75,5,45.12,9.02,54.14,Bank Transfer,Phone Order,WH-CA-YYZ,BlueDart,6.0,0,,4.6,AGT-399,PROMO10,36.0
TXN-79743302,2024-01-03 05:38:24,CUST-496907,US,Los Angeles,Beauty,Electric Shaver,SKU-BEA-8678,2,135.0,10,243.0,19.44,262.44,Debit Card,Online,WH-CA-YYZ,,13.0,0,,2.3,AGT-139,,522.0
TXN-88447025,2024-05-26 18:05:23,CUST-971134,ZA,Pretoria,Home & Kitchen,Coffee Maker,SKU-HOM-8134,1,217.06,0,217.06,32.56,249.62,PayPal,Mobile App,WH-US-NJ,Canada Post,5.0,1,Wrong Item,4.4,AGT-459,,479.0
TXN-18578724,2022-01-18 02:59:32,CUST-472177,BR,Rio de Janeiro,Apparel,Formal Shirt,SKU-APP-2580,4,232.07,5,881.87,105.82,987.69,PayPal,Online,WH-US-TX,TNT,,0,,2.0,AGT-993,,1427.0
TXN-78257742,2024-05-07 00:51:52,CUST-162807,BR,São Paulo,Beauty,Face Serum,SKU-BEA-6416,1,826.84,0,826.84,99.22,926.06,Credit Card,Marketplace,WH-AU-SYD,TNT,10.0,0,,,AGT-863,,1520.0
TXN-41106076,2024-06-05 18:28:19,CUST-173129,US,Seattle,sports,Dumbbells,SKU-SPO-9139,3,357.38,15,911.32,72.91,984.23,Debit Card,Online,WH-AU-SYD,Canada Post,,0,,1.5,AGT-157,,
TXN-73038380,2022-05-31 21:22:10,CUST-571960,DE,,Apparel,Sneakers,SKU-APP-4796,6,1103.83,0,6622.98,1258.37,7881.35,Apple Pay,Online,WH-IN-BLR,Australia Post,13.0,0,,4.7,AGT-383,PROMOSAVE,13245.0
TXN-25046562,2022-03-28 03:04:15,CUST-563655,ZA,Cape Town,Home & Kitchen,Air Fryer,SKU-HOM-8421,5,958.54,10,4313.43,647.01,4960.44,Debit Card,MARKETPLACE,WH-DE-FRA,FedEx,9.0,1,Duplicate Order,,AGT-169,,9342.0
TXN-31300481,2022-03-19 12:47:08,CUST-727055,US,Chicago,Home & Kitchen,Iron,SKU-HOM-7645,6,627.51,0,3765.06,301.2,4066.26,Google Pay,Mobile App,WH-DE-FRA,UPS,14.0,0,,1.5,AGT-314,PROMO10,
TXN-74234847,2022-06-19 06:46:50,CUST-645279,US,Chicago,Beauty,Mascara,SKU-BEA-1012,3,525.37,5,1497.3,119.78,1617.08,Debit Card,Online,WH-GB-LHR,Royal Mail,4.0,0,,,,,
TXN-27607646,2023-12-03 20:42:03,CUST-766979,GB,Birmingham,Sports,Resistance Bands,SKU-SPO-3237,2,526.01,0,1052.02,210.4,1262.42,COD,In-Store,WH-US-NJ,DHL,,0,,4.1,AGT-949,,1814.0
TXN-39120393,2022-08-02 13:54:01,CUST-778829,US,New York,Home & Kitchen,Cookware Set,SKU-HOM-6724,2,26.28,25,39.42,3.15,42.57,Buy Now Pay Later,In-Store,WH-US-TX,Australia Post,9.0,0,,3.3,AGT-103,,
TXN-85593959,2023-07-27 17:38:43,CUST-117330,ZA, Durban ,Home & Kitchen,Coffee Maker,SKU-HOM-7664,1,584.6,0,584.6,87.69,672.29,Debit Card,Online,WH-JP-OSA,dhl,4.0,0,,2.2,AGT-123,,682.0
TXN-15977395,2022-10-16 21:59:01,CUST-685915,IN,Pune,Home & Kitchen,Iron,SKU-HOM-4888,5,20.1,0,100.5,18.09,118.59,Credit Card,Online,WH-US-CA,Japan Post,,0,,,AGT-250,,177.0
TXN-96032193,2023-06-25 01:54:22,CUST-596558,US,Phoenix,Apparel,Dress,SKU-APP-1064,4,1290.26,0,5161.04,412.88,5573.92,PayPal,Mobile App,WH-CA-YYZ,Australia Post,1.0,0,,3.4,AGT-861,PROMO10,5073.0
TXN-43664195,2022-07-17 01:40:57,CUST-289962,AU,Sydney,Beauty,Sunscreen,SKU-BEA-8089,4,177.34,10,638.42,63.84,702.26,Debit Card,Online,WH-US-TX,Australia Post,10.0,0,,4.9,,PROMOSAVE,
TXN-30701482,2024-05-06 18:33:15,CUST-846075,US,New York,Sports,Cycling Helmet,SKU-SPO-3189,1,1218.1,25,913.57,73.09,986.66,Bank Transfer,Online,WH-CA-YYZ,BlueDart,10.0,1,Changed Mind,3.6,AGT-288,,611.0
TXN-11518778,2023-10-18 05:21:16,CUST-590360,IN,Delhi,Sports,Swim Goggles,SKU-SPO-5751,3,1098.48,20,2636.35,474.54,3110.89,PayPal,Mobile App,WH-US-TX,USPS,10.0,0,,,AGT-105,,
TXN-85540617,2023-12-04 02:49:51,CUST-133550,JP,Yokohama,Sports,Gym Bag,SKU-SPO-1321,2,240.71,0,481.42,48.14,529.56,Buy Now Pay Later,Marketplace,WH-GB-LHR,DHL,13.0,0,,3.7,,,
TXN-45677449,2023-02-21 15:02:13,CUST-468269,CA,Toronto,Electronics,Smartphone,SKU-ELE-4670,3,686.99,25,1545.73,200.94,1746.67,Apple Pay,Online,WH-IN-BLR,USPS,6.0,1,,2.1,,,
TXN-81802400,2023-09-14 01:51:04,CUST-171502,DE,Munich,Beauty,Electric Shaver,SKU-BEA-7488,1,713.0,0,713.0,135.47,848.47,Credit Card,Marketplace,WH-JP-OSA,TNT,11.0,0,,1.6,AGT-995,PROMOVIP,660.0
TXN-91130427,2022-05-04 08:55:59,CUST-190686,IN,Mumbai,Beauty,Electric Shaver,SKU-BEA-2519,3,609.03,0,1827.09,328.88,2155.97,Bank Transfer,Mobile App,WH-GB-LHR,Australia Post,7.0,0,,2.4,,,4143.0
TXN-13986388,2023-11-01 13:34:44,CUST-640234,ZA,Pretoria,Apparel,Jeans,SKU-APP-6105,1,979.14,10,881.23,132.18,1013.41,Credit Card,Marketplace,WH-IN-BLR,Japan Post,2.0,0,,2.6,,PROMO10,
TXN-20123850,2023-12-01 02:36:08,CUST-888394,IN,Mumbai,Apparel,Hoodie,SKU-APP-6453,1,988.66,0,988.66,177.96,1166.62,PayPal,Mobile App,WH-IN-BLR,Royal Mail,3.0,0,,,AGT-373,,1826.0
TXN-58828767,2023-07-15 04:19:49,CUST-954148,ZA,,Sports,Dumbbells,SKU-SPO-3551,1,341.78,10,307.6,46.14,353.74,PayPal,Online,WH-DE-FRA,USPS,1.0,0,,2.0,AGT-101,,433.0
TXN-59878224,2023-07-15 01:28:26,CUST-844602,IN,Chennai,Apparel,Sneakers,SKU-APP-7151,2,511.44,30,716.02,128.88,844.9,Apple Pay,In-Store,WH-CA-YYZ,Australia Post,9.0,0,,1.3,AGT-855,,1315.0
TXN-58433107,2024-05-16 13:12:33,CUST-398674,CA,,Home & Kitchen,Knife Set,SKU-HOM-2669,1,831.46,0,831.46,108.09,939.55,credit card,Mobile App,WH-GB-LHR,Canada Post,9.0,0,,7.5,AGT-847,PROMOSUMMER,908.0
TXN-33236462,2023-09-29 03:01:20,CUST-103685,IN,Mumbai,Sports,Yoga Mat,SKU-SPO-6261,1,1062.56,0,1062.56,191.26,1253.82,Credit Card,Mobile App,WH-SG-SIN,BlueDart,2.0,0,,,AGT-842,PROMOFLASH,949.0
TXN-41755439,January 21 2023,CUST-955289,US,New York,Electronics,Webcam,SKU-ELE-2881,1,1150.2,5,1092.69,87.42,1180.11,Debit Card,Online,WH-GB-LHR,DHL,14.0,0,,2.0,AGT-561,,1620.0
TXN-70866335,2023-04-22 18:44:11,CUST-758796,IN,Delhi,Beauty,Face Serum,SKU-BEA-1616,3,647.49,0,1942.47,349.64,2292.11,Buy Now Pay Later,Online,WH-DE-FRA,TNT,3.0,0,,3.2,,,3696.0
TXN-51882250,2022-10-27 19:58:20,CUST-412049,BR,São Paulo,Sports,Dumbbells,SKU-SPO-9804,2,749.32,0,1498.64,179.84,1678.48,PayPal,Online,WH-JP-OSA,Canada Post,13.0,0,,4.5,,,2715.0
TXN-24875906,2024-06-02 11:47:15,CUST-596150,JP,Tokyo,Beauty,Sunscreen,SKU-BEA-5536,1,1247.56,0,1247.56,124.76,1372.32,Credit Card,Online,WH-US-CA,TNT,6.0,0,,1.1,,,2444.0
TXN-23513255,2023-03-13 12:31:19,CUST-850289,BR,São Paulo,Apparel,Dress,SKU-APP-9735,2,73.62,20,117.79,14.13,131.92,Apple Pay,In-Store,WH-US-TX,Canada Post,10.0,0,,,AGT-484,,211.0
TXN-26482779,April 07 2022,CUST-903014,SG,Singapore,Electronics,Mouse,SKU-ELE-8248,1,797.99,0,797.99,71.82,869.81,Credit Card,Online,WH-US-TX,Japan Post,1.0,0,,2.6,,PROMOSAVE,451.0
TXN-78485583,2022-05-29 22:26:07,CUST-286898,FR,Toulouse,Home & Kitchen,Cookware Set,SKU-HOM-5884,1,131.57,0,131.57,26.31,157.88,Credit Card,Online,WH-SG-SIN,USPS,10.0,0,,4.6,,,249.0
TXN-68446085,2023-03-20 00:53:40,CUST-645279,JP,Nagoya,Apparel,Formal Shirt,SKU-APP-4308,1,939.08,5,892.13,89.21,981.34,Credit Card,Marketplace,WH-GB-LHR,Royal Mail,2.0,0,,1.5,AGT-610,PROMOSAVE,1368.0
TXN-92768227,2022-12-27 14:16:21,CUST-264704,US,Dallas,Home & Kitchen,Iron,SKU-HOM-2854,3,343.21,15,875.19,70.02,945.21,Credit Card,Online,WH-US-TX,FedEx,7.0,0,,4.4,,,1386.0
TXN-77734002,May 25 2024,CUST-549957,US,Seattle,Beauty,Sunscreen,SKU-BEA-2847,3,1025.15,0,3075.45,246.04,3321.49,Credit Card,In-Store,WH-JP-OSA,Australia Post,5.0,0,,,AGT-397,,5117.0
TXN-40635249,2023-12-23 23:54:25,CUST-155039,DE,Munich,Electronics,Tablet,SKU-ELE-4770,3,58.9,0,176.7,33.57,210.27,Credit Card,In-Store,WH-US-TX,Japan Post,4.0,0,,,AGT-752,,259.0
TXN-60591149,2024-02-04 11:24:49,CUST-668206,DE,Frankfurt,Apparel,Boots,SKU-APP-8766,1,74.96,0,74.96,14.24,89.2,Buy Now Pay Later,In-Store,WH-AU-SYD,FedEx,,0,,2.9,AGT-365,,57.0
TXN-99766280,2022-09-06 02:23:47,CUST-717237,ZA,Durban,Home & Kitchen,Air Fryer,SKU-HOM-6404,2,1193.92,10,2149.06,322.36,2471.42,Buy Now Pay Later,Wholesale,WH-IN-BLR,DHL,6.0,0,,1.0,AGT-828,,1826.0
TXN-92061959,17-01-2022,CUST-911247,BR, Rio de Janeiro ,Home & Kitchen,Iron,SKU-HOM-7523,1,1147.63,0,1147.63,137.72,1285.35,Debit Card,Online,WH-US-TX,TNT,8.0,1,,3.3,AGT-499,,
TXN-75324744,2022-05-13 20:08:51,CUST-340634,GB,Birmingham,Apparel,Boots,SKU-APP-3623,2,1298.43,0,2596.86,519.37,3116.23,PayPal,In-Store,WH-JP-OSA,Australia Post,11.0,0,,2.0,,PROMOSAVE,2518.0
TXN-14392741,2024-03-15 06:16:10,CUST-289962,US,Houston,Electronics,Earbuds,SKU-ELE-5906,3,687.83,5,1960.32,156.83,2117.15,Credit Card,Mobile App,WH-CA-YYZ,Royal Mail,14.0,0,,,AGT-221,,2251.0
TXN-83408390,2022-03-03 02:56:11,CUST-390118,US,Seattle,Beauty,Nail Polish,SKU-BEA-6485,1,262.88,15,223.45,17.88,241.33,Debit Card,Online,WH-AU-SYD,royal mail,10.0,0,,2.6,AGT-883,PROMOFLASH,238.0
TXN-76372356,2022-03-22 15:18:02,CUST-815235,SG,Singapore,Beauty,Foundation,SKU-BEA-1696,2,1204.71,0,2409.42,216.85,2626.27,Credit Card,Online,WH-US-CA,USPS,2.0,0,,,AGT-409,PROMOFLASH,
TXN-14263065,2022-05-07 23:45:01,CUST-955289,IN,Mumbai,Electronics,Monitor,SKU-ELE-4706,2,964.79,15,1640.14,295.23,1935.37,Crypto,Online,WH-CA-YYZ,Canada Post,6.0,0,,1.5,AGT-172,,3146.0
TXN-11315972,2024-01-10 10:41:25,CUST-758741,US,Los Angeles,Home & Kitchen,Coffee Maker,SKU-HOM-5786,5,65.89,0,329.45,26.36,355.81,Google Pay,Mobile App,WH-AU-SYD,BlueDart,7.0,0,,2.6,AGT-782,,496.0
TXN-52260184,2022-12-15 16:41:14,CUST-443356,US,Los Angeles,Home & Kitchen,Toaster,SKU-HOM-6678,1,627.99,10,565.19,45.22,610.41,PayPal,Online,WH-SG-SIN,Japan Post,3.0,0,,4.8,,,993.0
TXN-78591590,2022-09-26 00:50:11,CUST-911681,IN,Bangalore,Beauty,Lipstick,SKU-BEA-1071,1,1153.99,0,1153.99,207.72,1361.71,Apple Pay,In-Store,WH-SG-SIN,ups,3.0,1,Wrong Item,2.8,,,2478.0
TXN-25827649,2023-04-02 00:34:18,CUST-783098,AU,Melbourne,Apparel,Sports Shorts,SKU-APP-8519,2,1018.92,0,2037.84,,2241.62,PayPal,Online,WH-IN-BLR,DHL,3.0,0,,2.7,AGT-557,,1120.0
TXN-34031109,2023-10-26 10:19:11,CUST-279844,JP,Yokohama,Electronics,SSD Drive,SKU-ELE-5917,2,554.19,0,1108.38,110.84,1219.22,PayPal,Phone Order,WH-US-TX,TNT,5.0,0,,2.2,AGT-711,,
TXN-54834155,2022-06-08 00:08:19,CUST-748633,US,,Beauty,Face Serum,SKU-BEA-4734,2,50.63,0,101.26,8.1,109.36,PayPal,Online,WH-US-TX,BlueDart,3.0,0,,3.3,,,59.0
TXN-56869405,2023-12-18 11:13:28,CUST-764539,CA, Toronto ,Sports,Cycling Helmet,SKU-SPO-9207,2,859.97,0,1719.94,223.59,1943.53,Gift Card,Mobile App,WH-US-NJ,FedEx,,0,,,AGT-897,,2694.0
TXN-78347451,2023-09-07 07:01:00,CUST-415169,IN,Delhi,Sports,Yoga Mat,SKU-SPO-9135,5,1104.6,0,5523.0,994.14,6517.14,Credit Card,In-Store,WH-SG-SIN,canada post,5.0,0,,2.7,,,9086.0
TXN-85226907,2022-01-22 21:51:44,CUST-877453,GB,Birmingham,Beauty,Face Serum,SKU-BEA-2982,1,705.0,10,634.5,126.9,761.4,Debit Card,In-Store,WH-IN-BLR,Australia Post,5.0,0,,,AGT-889,PROMOVIP,1010.0
TXN-90503847,2023-09-29 07:37:44,CUST-223304,FR,Lyon,Home & Kitchen,Cookware Set,SKU-HOM-5305,3,658.22,5,1875.93,375.19,2251.12,Apple Pay,Phone Order,WH-GB-LHR,Australia Post,7.0,1,Duplicate Order,4.2,AGT-852,,2538.0
TXN-73782672,2023-06-03 05:29:04,CUST-209081,JP,Nagoya,Apparel,Jacket,SKU-APP-4699,1,575.66,5,546.88,54.69,601.57,Apple Pay,Marketplace,WH-US-TX,Canada Post,3.0,0,,,AGT-227,,760.0
TXN-43704361,2024-01-29 13:51:36,CUST-230599,US,Houston,Sports,Foam Roller,SKU-SPO-7396,1,155.95,0,155.95,12.48,168.43,Credit Card,Online,WH-US-CA,Japan Post,6.0,0,,,AGT-887,,
TXN-43948913,2022-09-04 21:47:48,CUST-425209,US,Chicago,Home & Kitchen,Air Fryer,SKU-HOM-2550,1,1007.9,0,1007.9,80.63,1088.53,Credit Card,Online,WH-AU-SYD,FedEx,4.0,0,,1.3,,,1333.0
TXN-31098901,2024-06-14 08:44:55,CUST-619255,CA,Ottawa,Home & Kitchen,Blender,SKU-HOM-7551,3,296.11,0,888.33,115.48,1003.81,Debit Card,Mobile App,WH-SG-SIN,FedEx,3.0,0,,2.5,AGT-489,,1169.0
TXN-24394716,2023-04-20 22:00:15,CUST-869238,JP,Nagoya,Apparel,T-Shirt,SKU-APP-5197,2,156.08,0,312.16,31.22,343.38,Credit Card,Mobile App,WH-SG-SIN,Australia Post,12.0,1,Wrong Item,2.6,,,175.0
TXN-99978950,2024-06-04 01:33:38,CUST-194388,BR,Rio de Janeiro,Home & Kitchen,Rice Cooker,SKU-HOM-9963,3,1216.2,0,3648.6,437.83,4086.43,Apple Pay,Online,WH-GB-LHR,DHL,,0,,2.7,,,6576.0
TXN-10586044,2022-04-26 17:31:14,CUST-638237,SG,Singapore,Home & Kitchen,Iron,SKU-HOM-9846,3,998.45,0,2995.35,269.58,3264.93,Gift Card,Mobile App,WH-CA-YYZ,Japan Post,12.0,0,,,AGT-816,PROMOSUMMER,5266.0
TXN-94825029,2024-04-16 05:47:46,CUST-263319,SG,Singapore,Apparel,T-Shirt,SKU-APP-6689,1,1026.39,0,1026.39,92.38,1118.77,Apple Pay,IN-STORE,WH-IN-BLR,royal mail,12.0,0,,1.1,,PROMOSUMMER,1675.0
TXN-39610512,2023-01-06 22:59:30,CUST-199093,DE,Berlin,Beauty,Foundation,SKU-BEA-2481,3,237.94,0,713.82,135.63,849.45,Credit Card,Marketplace,WH-GB-LHR,UPS,6.0,0,,2.8,AGT-858,PROMOSAVE,1492.0
TXN-47486739,2023-05-10 04:26:03,CUST-295663,JP,Sapporo,Home & Kitchen,Air Fryer,SKU-HOM-2194,2,831.56,0,1663.12,166.31,1829.43,Gift Card,Mobile App,WH-SG-SIN,FedEx,4.0,1,Wrong Item,,AGT-516,PROMOVIP,2465.0
TXN-94877362,2022-03-03 03:12:40,CUST-689306,US,Chicago,Sports,Foam Roller,SKU-SPO-5760,1,782.42,0,782.42,62.59,845.01,Debit Card,In-Store,WH-GB-LHR,UPS,,1,Changed Mind,2.1,,,
TXN-73066476,2022-06-23 08:11:24,CUST-737402,AU,Adelaide,Electronics,Keyboard,SKU-ELE-9669,2,237.44,0,474.88,47.49,522.37,COD,Online,WH-US-CA,FedEx,,0,,4.4,,,834.0
TXN-78547492,2023-09-06 10:05:29,CUST-333714,CA,Toronto,Beauty,Mascara,SKU-BEA-8898,1,907.51,5,862.13,112.08,974.21,PayPal,ONLINE,WH-US-TX,BlueDart,7.0,0,,1.8,AGT-483,,1589.0
TXN-23983787,May 14 2023,CUST-666887,JP,Yokohama,Beauty,Mascara,SKU-BEA-1285,3,1057.94,0,3173.82,317.38,3491.2,Credit Card,Online,WH-US-TX,Australia Post,7.0,0,,4.5,AGT-964,,6345.0
TXN-38965015,2024-01-04 09:06:02,CUST-991355,ZA,Durban,Home & Kitchen,Air Fryer,SKU-HOM-4294,1,633.39,0,633.39,95.01,728.4,PayPal,Online,WH-JP-OSA,FedEx,14.0,0,,1.7,AGT-380,PROMOFLASH,
TXN-13021978,2022-08-29 15:23:08,CUST-219641,US,Phoenix,Sports,Jump Rope,SKU-SPO-7361,10,174.33,5,1656.13,132.49,1788.62,Apple Pay,In-Store,WH-IN-BLR,TNT,,0,,2.7,AGT-569,,3392.0
TXN-65100393,2024-04-05 10:37:47,CUST-214933,CA,Toronto,Electronics,SSD Drive,SKU-ELE-6871,3,1097.32,0,3291.96,427.95,3719.91,Credit Card,In-Store,WH-AU-SYD,Japan Post,11.0,0,,,AGT-282,,
TXN-97307289,2023-10-10 06:20:21,CUST-848247,FR,Marseille,Home & Kitchen,Iron,SKU-HOM-3643,2,800.91,0,1601.82,,1922.18,PayPal,Online,WH-SG-SIN,DHL,7.0,0,,,AGT-902,,2550.0
TXN-91582162,2022-12-24 02:20:46,CUST-808537,IN,Bangalore,Apparel,Socks,SKU-APP-8128,2,345.18,10,621.32,111.84,733.16,COD,Online,WH-JP-OSA,Japan Post,13.0,0,,2.7,AGT-902,,804.0
TXN-78837507,2022-11-10 01:31:59,CUST-502625,DE,Cologne,Sports,Dumbbells,SKU-SPO-2690,1,215.81,0,215.81,41.0,256.81,Credit Card,In-Store,WH-AU-SYD,TNT,3.0,0,,1.3,AGT-460,,
TXN-79023790,2022-03-05 11:27:37,CUST-840145,FR,Lyon,Beauty,Electric Shaver,SKU-BEA-2963,1,162.88,25,122.16,24.43,146.59,Apple Pay,Marketplace,WH-US-TX,Royal Mail,1.0,0,,3.2,AGT-462,PROMOVIP,
TXN-71319308,2022-03-28 00:14:13,CUST-947956,AU,Melbourne,Home & Kitchen,Toaster,SKU-HOM-3480,4,652.18,0,2608.72,260.87,2869.59,Google Pay,Marketplace,WH-IN-BLR,FedEx,4.0,0,,2.9,,,1471.0
TXN-63584304,2022-09-11 09:01:37,CUST-284909,IN,Mumbai,Electronics,Smartwatch,SKU-ELE-3640,1,610.36,0,610.36,109.86,720.22,Debit Card,Mobile App,WH-US-TX,UPS,11.0,1,,1.8,AGT-513,,656.0
TXN-52952381,2022-12-24 23:32:54,CUST-680513,AU,,Apparel,T-Shirt,SKU-APP-8273,3,279.58,0,838.74,83.87,922.61,Debit Card,Marketplace,WH-AU-SYD,,1.0,0,,1.9,AGT-699,,1473.0
TXN-78703975,2023-11-03 20:06:11,CUST-956749,CA,Calgary,Beauty,Hair Dryer,SKU-BEA-6841,2,879.76,0,1759.52,228.74,1988.26,PayPal,In-Store,WH-US-TX,TNT,3.0,0,,2.0,,,1353.0
TXN-39610743,2022-10-10 13:59:55,CUST-137649,ZA,Durban,Beauty,Face Serum,SKU-BEA-7598,6,820.03,0,4920.18,738.03,5658.21,Credit Card,In-Store,WH-US-NJ,TNT,5.0,0,,2.3,AGT-488,,8585.0
TXN-99942498,2022-05-01 00:20:32,CUST-937635,DE,Hamburg,Beauty,Moisturizer,SKU-BEA-4508,2,194.31,0,388.62,73.84,462.46,Debit Card,Mobile App,WH-AU-SYD,DHL,13.0,0,,4.7,,,806.0
TXN-19191647,20/08/2022 20:49,CUST-406422,US,Houston,Apparel,Boots,SKU-APP-9670,1,1195.38,0,1195.38,95.63,1291.01,Credit Card,Marketplace,WH-AU-SYD,TNT,10.0,0,,4.6,AGT-403,PROMOFLASH,1940.0
TXN-38993947,17-09-2022,CUST-451265,US,Chicago,Electronics,Earbuds,SKU-ELE-6099,4,70.99,0,283.96,22.72,306.68,CREDIT CARD,Online,WH-US-CA,TNT,11.0,0,,3.3,AGT-605,PROMOSAVE,231.0
TXN-10054255,2023-12-11 13:12:17,CUST-454165,ZA,Cape Town,Home & Kitchen,Kettle,SKU-HOM-1444,2,1077.45,0,2154.9,323.24,2478.14,Bank Transfer,In-Store,WH-IN-BLR,Royal Mail,5.0,0,,3.9,,,4114.0
TXN-30656980,2022-08-29 11:05:53,CUST-935728,GB,Manchester,Apparel,T-Shirt,SKU-APP-1698,3,1183.77,0,3551.31,710.26,4261.57,Bank Transfer,In-Store,WH-CA-YYZ,BlueDart,13.0,0,,4.7,,,7640.0
TXN-58833781,2022-06-09 04:22:23,CUST-787473,IN,Bangalore,Electronics,Monitor,SKU-ELE-8424,3,88.88,0,266.64,48.0,314.64,Debit Card,Mobile App,WH-GB-LHR,Japan Post,3.0,0,,3.8,,,496.0
TXN-35798200,2022-12-15 03:11:50,CUST-343191,CA,Toronto,Sports,Resistance Bands,SKU-SPO-4835,1,979.56,10,881.6,114.61,996.21,Credit Card,Marketplace,WH-GB-LHR,canada post,11.0,0,,1.5,,,1811.0
TXN-95109435,2023-05-03 15:47:56,CUST-850289,GB, London ,Electronics,SSD Drive,SKU-ELE-8275,1,1172.68,0,1172.68,234.54,1407.22,Apple Pay,In-Store,WH-US-NJ,Canada Post,,0,,3.3,AGT-931,,1340.0
TXN-31769220,2022-06-30 07:39:23,CUST-646693,BR,Salvador,Beauty,Nail Polish,SKU-BEA-1826,4,801.2,0,3204.8,384.58,3589.38,Credit Card,Online,WH-DE-FRA,BlueDart,12.0,0,,2.6,,PROMOSAVE,4393.0
TXN-68768861,January 09 2022,CUST-906409,US,Chicago,Home & Kitchen,Iron,SKU-HOM-8809,1,621.82,0,621.82,49.75,671.57,Credit Card,In-Store,WH-US-NJ,USPS,9.0,0,,2.4,AGT-581,PROMO10,
TXN-89693051,2023-10-17 05:45:42,CUST-649747,US,New York,Beauty,Nail Polish,SKU-BEA-2099,1,1025.02,0,1025.02,82.0,1107.02,Credit Card,Mobile App,WH-IN-BLR,Australia Post,5.0,0,,,AGT-117,,1241.0
TXN-68450341,2022-08-16 14:31:58,CUST-639224,GB,Leeds,Electronics,Laptop,SKU-ELE-3001,1,88.89,0,88.89,17.78,106.67,Credit Card,Wholesale,WH-JP-OSA,Australia Post,8.0,0,,,AGT-815,,113.0
TXN-38540667,2024-04-22 16:49:05,CUST-220149,FR,Lyon,Beauty,Face Serum,SKU-BEA-1696,2,761.68,0,1523.36,304.67,1828.03,Crypto,Marketplace,WH-CA-YYZ,fedex,4.0,0,,3.3,,PROMOSAVE,1022.0
TXN-71184884,2022-08-08 02:44:37,CUST-472177,BR,Brasília,Beauty,Electric Shaver,SKU-BEA-7975,2,682.88,0,1365.76,163.89,1529.65,Crypto,Online,WH-JP-OSA,Australia Post,,0,,1.2,,,
TXN-77173196,2023-12-31 17:05:16,CUST-171502,US,Chicago,Beauty,Face Serum,SKU-BEA-1641,1,502.4,25,376.8,30.14,406.94,Debit Card,Mobile App,WH-JP-OSA,USPS,12.0,0,,3.1,AGT-485,,240.0
TXN-66327129,2023-09-14 07:57:48,CUST-608965,IN,Pune,Sports,Cycling Helmet,SKU-SPO-9262,1,705.26,5,670.0,120.6,790.6,PAYPAL,Mobile App,WH-GB-LHR,,8.0,0,,1.1,,PROMO10,
TXN-13153979,2024-02-05 21:06:35,CUST-815315,US,Houston,Beauty,Nail Polish,SKU-BEA-3036,3,559.39,20,1342.54,107.4,1449.94,CREDIT CARD,In-Store,WH-DE-FRA,royal mail,3.0,0,,2.8,AGT-876,,782.0
TXN-62712653,2022-02-10 17:57:04,CUST-483106,BR,Brasília,Apparel,Sneakers,SKU-APP-8809,1,894.09,5,849.39,101.93,951.32,PayPal,Mobile App,WH-AU-SYD,Australia Post,4.0,0,,1.4,AGT-632,,518.0
TXN-67252449,2022-03-15 20:46:33,CUST-882014,BR,Brasília,Apparel,Sneakers,SKU-APP-5516,3,852.39,0,2557.17,306.86,2864.03,PayPal,Online,WH-DE-FRA,Japan Post,4.0,0,,,AGT-418,,
TXN-81124070,2022-12-27 05:36:06,CUST-966223,DE,Frankfurt,Sports,Foam Roller,SKU-SPO-1574,4,876.21,0,3504.84,665.92,4170.76,Debit Card,Online,WH-AU-SYD,BlueDart,4.0,0,,1.8,AGT-897,,7539.0
TXN-12356645,2023-12-20 03:18:27,CUST-415169,IN,Hyderabad,Electronics,Keyboard,SKU-ELE-1396,2,18.08,0,36.16,6.51,42.67,Credit Card,Online,WH-AU-SYD,Japan Post,12.0,0,,,,,53.0
TXN-68476344,2024-04-30 01:11:50,CUST-834654,US,New York,Sports,Swim Goggles,SKU-SPO-4708,2,513.02,0,1026.04,82.08,1108.12,apple pay,Online,WH-US-CA,bluedart,2.0,0,,,,,
TXN-94547377,2023-07-07 00:00:06,CUST-596558,GB,Glasgow,Apparel,Socks,SKU-APP-9788,3,1083.28,20,2599.87,,3119.84,Google Pay,Marketplace,WH-US-TX,Australia Post,,0,,4.2,AGT-806,,
TXN-21112759,2022-07-05 13:25:49,CUST-336788,DE,Frankfurt,Electronics,Monitor,SKU-ELE-6210,3,1103.86,0,3311.58,629.2,3940.78,Credit Card,Online,WH-GB-LHR,BlueDart,6.0,0,,3.1,AGT-317,,4231.0
TXN-42462180,13-02-2022,CUST-743365,CA,Ottawa,Beauty,Hair Dryer,SKU-BEA-7670,3,31.88,0,95.64,,108.07,Buy Now Pay Later,Online,WH-SG-SIN,DHL,6.0,0,,,AGT-776,PROMOFLASH,104.0
